id,price_per_sqm,apartment,number_of_whole_rooms,number_of_half_rooms,apartment_floor,longitude,latitude,location_district,furnish_furnished,lift,view_total,heating_total,air_conditioner,cluster
6620,8.4,1,3,1,4,19.08318,47.47901,IX,0,0,garden,,0,0
6628,6,1,3,0,0.5,19.039412,47.499996,I,0,1,street,electric,0,0
6638,8.96,1,1,1,1,19.055256,47.520485,XIII,0,,,combination,0,0
6652,7.641791045,1,2,1,4,19.114754,47.492634,X,1,0,panoramic,central,0,0
6661,8.32,1,1,1,0,19.102741,47.437546,XX,1,0,street,gas,0,0
6669,8.378947368,1,2,0,4,19.061193,47.506397,VI,0,1,street,combination,0,0
6670,6.808510638,1,1,1,2,19.076439,47.432686,XXI,0,1,street,district,0,0
6674,8,1,2,1,2,19.039164,47.503536,I,1,1,,central,0,0
6675,8,1,2,0,2,19.07299,47.53614,XIII,1,1,garden,central,0,0
6680,8.96,1,1,1,1,19.05417,47.51678,XIII,0,1,street,combination,0,0
6692,7.563636364,1,2,0,3,19.184956,47.519463,XVI,0,0,street,central,0,0
6717,8.96,1,2,0,2,19.105875,47.519413,XIV,1,0,street,gas,0,0
6725,8.32,1,2,0,0.5,19.01938,47.50983,II,0,0,garden,gas,0,0
6729,7.111111111,1,2,0,3,19.14927,47.478916,X,0,0,street,gas,0,0
6737,7.68,1,1,0,0,19.078026,47.50764,VII,0,1,garden,combination,0,0
6741,7.407407407,1,3,1,1,19.064243,47.510517,VI,0,1,street,combination,0,0
6742,7.641791045,1,2,1,3,19.10374,47.57972,IV,0,1,street,central,0,0
6743,9.043478261,1,2,0,1,19.055216,47.522263,XIII,0,1,street,district,0,0
6757,7.661971831,1,2,0,0,19.06343,47.48673,IX,1,1,garden,gas,0,0
6758,9.103448276,1,2,0,3,19.05797,47.50428,VI,1,1,street,combination,0,0
6763,8.452830189,1,2,0,4,19.089825,47.50439,XIV,0,1,panoramic,central,0,0
6764,8.452830189,1,2,0,4,19.08999,47.5042,XIV,0,1,panoramic,central,0,0
6765,8.677966102,1,1,2,3,19.06326,47.60217,III,1,1,panoramic,district,0,0
6771,7.563636364,1,2,0,1,18.99501,47.47218,XI,0,1,garden,central,0,0
6782,8.727272727,1,1,1,2,19.02824,47.48683,XI,1,0,garden,combination,0,0
6788,9.333333333,1,1,0,3,19.036875,47.51677,II,0,1,,combination,0,0
6793,6.285714286,1,1,1,0,19.05799,47.40651,XXI,1,,street,district,0,0
6795,7.344262295,1,1,1,0.5,18.98421,47.490948,XII,0,0,garden,combination,0,0
6799,7.661971831,1,3,0,2,19.001743,47.490086,XII,0,0,panoramic,combination,0,0
6809,6.76056338,1,2,1,5,19.16791,47.43747,XVIII,0,1,street,district,0,0
6818,8.057553957,1,3,0,1,19.054592,47.51772,XIII,0,,street,gas,0,0
6825,8.347826087,1,1,0,2,19.072369,47.502636,VII,0,0,garden,combination,0,0
6827,8.571428571,1,2,0,2,19.070345,47.488743,VIII,0,0,,gas,0,0
6836,6.981818182,1,5,0,3,19.22384,47.426544,XVIII,0,,street,,0,0
6838,6.4,1,1,0,1,19.060816,47.43062,XXI,0,1,street,central,0,0
6841,7.5,1,1,2,2,19.099115,47.435764,XX,1,1,,district,0,0
6844,8.888888889,1,2,0,1,19.06955,47.50274,VII,1,1,garden,combination,0,0
6845,9.043478261,1,2,0,0.5,19.03519,47.54115,III,0,0,panoramic,district,0,0
6854,8,1,2,0,3,19.130121,47.504032,XIV,1,0,,combination,0,0
6855,9.142857143,1,2,1,3,19.116518,47.48384,X,1,1,,central,0,0
6857,9.090909091,1,2,0,0,19.026384,47.526764,II,0,0,garden,,0,0
6862,8.865188571,1,3,0,1,19.058844,47.508614,VI,1,0,,combination,0,0
6863,9.066666667,1,2,0,0,19.015202,47.516617,II,1,0,panoramic,gas,0,0
6865,8.658823529,1,3,1,1,19.03036,47.50921,II,0,,,,0,0
6871,7.696202532,1,3,0,3,19.037699,47.479687,XI,0,0,panoramic,combination,0,0
6872,8.274176,1,3,0,2,19.04727,47.50484,V,0,1,street,central,0,0
6874,8.975609756,1,3,1,0,19.13112,47.45887,XIX,0,0,garden,combination,0,0
6887,8.533333333,1,4,0,1,19.06766,47.50808,VI,0,,street,combination,0,0
6891,6.709677419,1,2,0,0.5,19.039427,47.42535,XXII,0,,garden,combination,0,0
6893,7.692307692,1,1,1,2,19.107315,47.537273,XIV,0,0,garden,district,0,0
6897,7.822222222,1,1,0,2,19.079369,47.50406,VII,1,1,,combination,0,0
6915,8.470588235,1,2,1,2,19.008242,47.529137,II,0,0,garden,central,0,0
6918,8.727272727,1,1,2,1,19.039614,47.474396,XI,0,,street,district,0,0
6922,7.68,1,2,0,3,19.130121,47.504032,XIV,1,0,garden,combination,0,0
6933,8.32,1,2,0,1,19.10405,47.50516,XIV,0,0,street,combination,0,0
6935,7,1,1,2,3,19.15791,47.53219,XVI,0,1,panoramic,central,0,0
6938,8.32,1,1,1,2,19.09041,47.48453,VIII,0,0,street,electric,0,0
6954,9.230769231,1,2,0,1,19.05907,47.5042,VI,1,1,garden,,0,0
6960,8.156862745,1,2,0,2,19.12016,47.51256,XIV,0,0,garden,gas,0,0
6961,8.044373333,1,1,0,3,19.090073,47.53429,XIII,0,1,,,0,0
6964,6.901960784,1,1,0,5,19.037052,47.476505,XI,0,1,garden,district,0,0
6974,7.466666667,1,1,0,0,19.05763,47.50491,VI,1,1,street,electric,0,0
6976,8.648648649,1,1,0,0,19.04313,47.584743,III,0,,garden,combination,0,0
6981,8.709658947,1,2,1,1,19.058908,47.507347,VI,1,1,,combination,0,0
6984,7.111111111,1,2,0,1,19.059605,47.4954,VII,0,1,garden,central,0,0
6986,8.266666667,1,4,1,2,19.029188,47.511913,II,0,1,street,central,0,0
6991,7.641791045,1,2,1,4,19.089705,47.559868,IV,0,0,panoramic,district,0,0
6994,8.436363636,1,2,0,1,19.016138,47.457897,XI,0,0,garden,district,0,0
6995,8.256,1,1,1,2,19.158567,47.477222,X,0,0,,gas,0,0
6996,8.96,1,2,0,2,19.03321,47.453987,XI,0,0,street,district,0,0
7000,8.691358025,1,2,2,0,19.138119,47.50143,X,0,1,garden,district,0,0
7002,6.044444444,1,3,0,1,19.29168,47.48467,XVII,0,,,combination,0,0
7003,8.25,1,2,1,1,19.14574,47.480087,X,1,1,,central,0,0
7006,9.491525424,1,5,0,0,19.083048,47.499374,VIII,0,,,combination,0,0
7007,7.5,1,2,0,2,19.11191,47.58721,IV,0,0,street,district,0,0
7021,6.981818182,1,2,0,0.5,19.15909,47.46843,X,1,1,street,central,0,0
7036,9.191489362,1,1,1,3,19.06955,47.50274,VII,1,1,garden,gas,0,0
7046,9.025641026,1,1,0,1,19.096277,47.521072,XIV,0,,garden,gas,0,0
7047,7.138461538,1,2,0,3,19.063993,47.507374,VI,1,0,garden,gas,0,0
7051,9.309090909,1,2,0,3,19.085732,47.47967,IX,1,1,street,central,0,0
7068,9.043478261,1,1,1,2,19.020111,47.48056,XI,1,0,garden,combination,0,0
7071,9.142857143,1,1,0,2,19.05018,47.51421,XIII,0,1,,central,0,0
7072,8.96,1,1,1,0,19.03916,47.50201,I,0,,garden,electric,0,0
7074,7.225806452,1,2,0,0,19.017923,47.507786,XII,0,0,garden,gas,0,0
7075,9.309090909,1,2,0,0.5,19.061726,47.506874,VI,1,,street,gas,0,0
7078,4.487804878,1,2,0,0,19.26782,47.49586,XVII,1,0,,combination,0,0
7080,8.533333333,1,2,0,2,19.070604,47.491985,VIII,1,,street,,0,0
7085,7.75704,1,2,0,3,19.075827,47.493088,VIII,1,1,street,central,0,0
7090,6.892307692,1,2,0,1,19.22322,47.48154,XVII,1,,,gas,0,0
7095,7.724137931,1,2,0,2,19.079756,47.541973,XIII,0,1,panoramic,district,0,0
7096,8,1,3,0,3,19.080376,47.486664,VIII,1,1,street,combination,0,0
7101,8.888888889,1,1,1,3,19.094486,47.55998,IV,0,1,,district,0,0
7102,8.393442623,1,1,1,1,19.02676,47.49099,XII,1,1,street,gas,0,0
7117,8.918032787,1,1,1,3,19.05417,47.51678,XIII,0,1,street,district,0,0
7119,8.8,1,1,0,2,19.079756,47.541973,XIII,0,1,street,district,0,0
7126,6.666666667,1,4,0,0,19.058195,47.505077,VI,0,,street,combination,0,0
7127,7.111111111,1,2,1,4,19.08903,47.48906,VIII,0,1,garden,gas,0,0
7130,7.420289855,1,3,0,2,19.04317,47.534733,III,1,1,street,district,0,0
7142,9.142857143,1,3,0,0.5,19.104366,47.504333,XIV,0,0,,combination,0,0
7145,6.981818182,1,2,0,1,19.037144,47.4324,XXII,0,,,district,0,0
7148,8.163265306,1,2,0,1,19.10873,47.51071,XIV,0,0,garden,combination,0,0
7153,9.230769231,1,1,2,3,19.099178,47.563564,IV,0,1,,district,0,0
7155,7.68,1,1,0,0,19.09079,47.39593,XXI,0,,,combination,0,0
7157,7.298245614,1,1,2,0,19.142275,47.45669,XIX,0,0,garden,central,0,0
7162,8.170212766,1,1,0,0,19.171717,47.523113,XVI,0,0,garden,gas,0,0
7173,9.238709677,1,1,2,3,19.05885,47.48888,V,0,1,street,central,0,0
7174,8.888888889,1,4,0,1,19.04875,47.51185,V,1,1,street,central,0,0
7175,8.32,1,2,0,0,19.164454,47.46923,X,0,,street,district,0,0
7183,8,1,1,0,1,19.096504,47.52137,XIV,0,,,combination,0,0
7186,8.242424242,1,2,1,3,19.030645,47.471367,XI,0,0,street,combination,0,0
7193,6.243902439,1,4,0,1,19.15006,47.50833,XIV,0,0,garden,central,0,0
7195,7.452054795,1,2,1,1,19.10912,47.50246,XIV,0,0,garden,gas,0,0
7205,7.890410959,1,3,0,0.5,19.108894,47.472084,X,0,1,street,district,0,0
7206,8.533333333,1,2,0,2,19.051369,47.493305,V,1,,garden,central,0,0
7209,7.641791045,1,2,1,4,19.089705,47.559868,IV,0,0,panoramic,district,0,0
7210,7.466666667,1,2,1,2,19.07343,47.51478,VI,0,1,garden,gas,0,0
7212,7.817190698,1,3,0,1,19.06631,47.51144,VI,1,1,street,combination,0,0
7220,8.85106383,1,3,0,0,19.050585,47.516914,XIII,1,,street,central,0,0
7222,8.119402985,1,1,2,3,19.02857,47.49639,I,0,1,street,central,0,0
7224,8.145454545,1,1,1,3,19.187826,47.516483,XVI,0,0,street,gas,0,0
7225,6.649350649,1,3,1,3,19.037876,47.5245,II,0,1,garden,district,0,0
7247,9.265671642,1,2,1,3,19.04875,47.51185,V,1,1,panoramic,gas,0,0
7248,5.591208791,1,2,0,2,19.088398,47.531868,XIII,0,0,garden,combination,0,0
7249,6.453781513,1,3,1,1,19.031294,47.510876,II,0,1,street,,0,0
7256,7.84,1,1,0,1,19.02523,47.58227,III,1,0,panoramic,combination,0,0
7273,7.710843373,1,3,0,2,19.04597,47.46782,XI,0,,street,combination,0,0
7274,6.186666667,1,2,0,3,19.061193,47.506397,VI,0,0,street,gas,0,0
7282,9.056603774,1,1,1,3,19.11015,47.52184,XIV,1,1,garden,central,0,0
7292,7.757575758,1,2,0,2,19.133963,47.5152,XIV,1,1,garden,combination,0,0
7293,7.111111111,1,2,0,3,18.983702,47.511456,XII,0,,panoramic,,0,0
7297,9.411764706,1,2,0,3,19.034557,47.463413,XI,0,1,panoramic,central,0,0
7301,9.309090909,1,1,1,2,18.97859,47.52495,II,0,0,panoramic,combination,0,0
7308,8.096385542,1,3,1,3,19.08582,47.48012,IX,1,1,street,gas,0,0
7309,7.466666667,1,4,0,1,19.023012,47.533485,III,0,,panoramic,combination,0,0
7310,8.156862745,1,2,0,0.5,19.1253,47.436394,XX,1,,garden,gas,0,0
7312,8.4,1,2,1,2,19.04313,47.584743,III,0,0,garden,combination,0,0
7315,9.473267327,1,3,0,2,19.080656,47.5068,VII,1,1,street,combination,0,0
7317,7.157894737,1,2,0,2,19.05913,47.50091,VI,0,0,street,combination,0,0
7318,9.142857143,1,1,0,1,19.03135,47.49787,I,0,0,garden,electric,0,0
7319,8.96,1,1,1,1,19.05417,47.51678,XIII,0,1,street,combination,0,0
7327,7.489361702,1,2,0,3,19.197248,47.504562,XVI,0,,panoramic,combination,0,0
7330,8.369230769,1,2,0,1,18.982378,47.528698,II,0,0,panoramic,combination,0,0
7331,6.857142857,1,3,0,1,19.133718,47.543503,XV,0,1,garden,,0,0
7344,7.86440678,1,4,2,0,19.013685,47.563854,III,0,0,garden,combination,0,0
7352,8.13559322,1,1,2,2,19.086086,47.42347,XXI,1,1,street,district,0,0
7353,9.035294118,1,2,1,2,19.000355,47.519897,II,0,0,panoramic,combination,0,0
7354,9.244444444,1,1,0,1,19.023762,47.46664,XI,1,0,street,gas,0,0
7355,9.142857143,1,2,0,1,19.058378,47.508526,VI,0,,street,gas,0,0
7361,8.727272727,1,1,0,2,19.1006,47.50763,XIV,1,0,,combination,0,0
7378,7.308641975,1,3,0,4,19.05417,47.51678,XIII,0,1,street,combination,0,0
7384,8.618933333,1,4,0,0,19.006048,47.534084,II,0,,panoramic,gas,0,0
7386,9.28,1,3,0,3,19.068546,47.504734,VII,0,1,street,combination,0,0
7387,8.347826087,1,1,1,0,19.092682,47.52223,XIV,0,0,street,gas,0,0
7396,6.456140351,1,2,0,3,19.136414,47.48944,X,0,1,garden,district,0,0
7398,8.888888889,1,1,1,1,19.00178,47.521763,II,0,0,panoramic,combination,0,0
7403,9.214915254,1,1,1,2,19.07063,47.4928,VIII,1,1,garden,gas,0,0
7404,7.183673469,1,1,1,1,19.172594,47.432957,XVIII,1,0,garden,gas,0,0
7406,7.314285714,1,2,0,2,19.07244,47.50198,VII,1,0,,gas,0,0
7427,5.888,1,4,0,1,19.12215,47.51857,XIV,0,0,panoramic,combination,0,0
7429,6.97029703,1,3,1,1,19.012695,47.491856,XII,0,0,garden,central,0,0
7430,6.690909091,1,2,0,1,19.10662,47.5147,XIV,0,0,street,gas,0,0
7435,7.314285714,1,2,0,1,19.074188,47.486687,VIII,1,0,street,combination,0,0
7442,5.773195876,1,2,0,1,19.082191,47.49313,VIII,1,1,street,gas,0,0
7455,8.861538462,1,2,0,2,19.070604,47.491985,VIII,1,1,street,combination,0,0
7460,8.193939394,1,2,0,0,19.00347,47.50094,XII,0,0,panoramic,combination,0,0
7466,7.466666667,1,2,1,2,19.07343,47.51478,VI,0,1,garden,gas,0,0
7468,7.5,1,1,2,0,19.14221,47.5336,XV,1,1,street,district,0,0
7475,6.857142857,1,2,0,4,19.05152,47.51256,XIII,1,1,,,0,0
7478,9.302325581,1,2,1,3,19.057076,47.520504,XIII,0,1,street,gas,0,0
7483,7.6,1,3,1,2,19.033604,47.48896,I,0,1,,gas,0,0
7490,9.469387755,1,2,0,3,19.008121,47.405636,XXII,0,0,garden,central,0,0
7500,8.96,1,2,1,2,19.064125,47.504395,VI,1,1,garden,gas,0,0
7501,8.333333333,1,3,0,4,19.06293,47.4846,IX,1,1,street,combination,0,0
7502,6.4,1,2,0,2,19.054394,47.491264,V,0,1,street,,0,0
7505,5.28,1,3,0,1,19.023403,47.413113,XXII,0,0,panoramic,combination,0,0
7512,6.974358974,1,2,2,2,19.015621,47.52328,II,0,0,street,,0,0
7520,8,1,3,0,2,19.044998,47.460358,XI,0,,,combination,0,0
7530,8.421052632,1,2,0,2,19.061146,47.500477,VII,1,0,,combination,0,0
7534,8.452830189,1,2,0,4,19.08999,47.5042,XIV,0,1,panoramic,central,0,0
7536,9.333333333,1,1,0,2,19.11009,47.58422,IV,0,0,street,district,0,0
7547,8,1,1,2,3,19.02794,47.49045,XII,0,0,street,gas,0,0
7553,8,1,2,0,2,19.081947,47.424488,XXI,1,,garden,gas,0,0
7554,9,1,2,0,3,19.03454,47.45378,XI,0,0,street,district,0,0
7555,8,1,1,1,0,19.0398,47.536533,III,0,1,,gas,0,0
7557,8.156862745,1,2,0,2,19.049965,47.461323,XI,0,0,street,district,0,0
7559,9.231780822,1,4,0,3,19.058195,47.505077,VI,0,1,street,combination,0,0
7565,8.888888889,1,1,1,3,19.0687,47.480698,IX,0,0,garden,gas,0,0
7572,8.96,1,2,0,1,19.09257,47.4339,XX,0,,,gas,0,0
7576,7.529411765,1,2,0,0.5,19.03227,47.52705,II,0,,street,combination,0,0
7577,7.441860465,1,2,0,0,19.025082,47.43619,XXII,0,0,panoramic,combination,0,0
7583,7.619047619,1,2,0,2,19.054825,47.49175,V,0,1,street,combination,0,0
7589,8.695652174,1,3,1,1,19.039164,47.503536,I,0,1,street,,0,0
7591,6.260869565,1,1,1,0,19.14868,47.4807,X,1,0,garden,combination,0,0
7600,9.6,1,3,0,3,19.03831,47.50328,I,0,1,,combination,0,0
7602,8,1,1,2,2,19.06427,47.51766,XIII,1,1,,central,0,0
7610,8,1,1,1,2,19.011623,47.488937,XII,0,,,combination,0,0
7618,8,1,1,2,3,19.077763,47.48838,VIII,0,0,,district,0,0
7619,8.170212766,1,1,1,0.5,19.122387,47.45234,XIX,0,,,gas,0,0
7635,8.274176,1,3,1,2,19.04727,47.50484,V,0,1,street,central,0,0
7639,8.296296296,1,2,0,0,19.102179,47.51703,XIV,1,0,garden,combination,0,0
7641,7.890410959,1,2,1,3,19.061913,47.56974,III,0,0,garden,district,0,0
7645,7.428571429,1,1,2,1,19.183678,47.51795,XVI,0,,garden,gas,0,0
7647,9.043478261,1,1,0,1,19.07008,47.48261,IX,1,0,,combination,0,0
7656,9.142857143,1,2,0,2,18.990942,47.517776,II,1,0,panoramic,electric,0,0
7661,8.32,1,2,0,2,19.034557,47.463413,XI,1,1,,district,0,0
7673,8,1,2,0,1,19.078262,47.507374,VII,0,1,garden,central,0,0
7678,8.269662921,1,2,0,1,19.074677,47.512787,VI,1,1,street,central,0,0
7680,8.269662921,1,3,0,1,19.07343,47.51478,VI,1,1,street,central,0,0
7690,7.619047619,1,1,0,1,19.07445,47.48115,IX,0,0,garden,central,0,0
7692,9.386666667,1,2,0,2,19.06879,47.511494,VI,0,1,street,electric,0,0
7698,9,1,2,0,2,19.07323,47.48771,VIII,1,0,,combination,0,0
7702,9.107692308,1,2,0,1,19.150976,47.440933,XIX,0,0,garden,combination,0,0
7708,6.857142857,1,2,0,0,19.127258,47.455032,XIX,0,,,gas,0,0
7711,6.193548387,1,2,0,1,19.211918,47.43763,XVIII,0,0,garden,combination,0,0
7715,6.72,1,1,0,0,19.06628,47.499615,VII,1,,,,0,0
7720,8.533333333,1,2,1,0,19.000149,47.49937,XII,0,0,garden,combination,0,0
7721,8.533333333,1,2,0,2,19.061487,47.489685,IX,0,1,street,central,0,0
7722,6.4,1,1,2,3,19.25101,47.4814,XVII,0,0,,,0,0
7725,7.829787234,1,2,1,2,19.063818,47.500633,VII,0,1,street,central,0,0
7726,9.051428571,1,1,1,2,19.070175,47.420284,XXI,1,0,garden,gas,0,0
7728,8.888888889,1,2,1,2,18.991344,47.530468,II,0,0,panoramic,,0,0
7729,8.519480519,1,2,1,1,19.013077,47.521526,II,0,0,garden,combination,0,0
7741,8.481927711,1,2,0,2,19.065235,47.495834,VII,0,1,street,,0,0
7763,8.448991549,1,3,0,2,19.078262,47.507374,VII,1,1,garden,combination,0,0
7765,7.771428571,1,3,0,0.5,19.036802,47.52162,II,0,,street,combination,0,0
7771,9.142857143,1,1,0,0,19.01621,47.48942,XII,1,,garden,combination,0,0
7772,9.043478261,1,1,1,1,19.10822,47.49259,VIII,0,0,street,gas,0,0
7778,9.090909091,1,3,0,2,19.03598,47.53614,III,0,0,garden,combination,0,0
7780,7.569892473,1,3,1,2,19.12649,47.526234,XIV,0,0,panoramic,gas,0,0
7783,6.925373134,1,2,0,1,19.116232,47.51691,XIV,0,0,street,gas,0,0
7791,8.269662921,1,2,0,1,19.074677,47.512787,VI,1,1,street,central,0,0
7795,9.603954286,1,4,0,3,19.05513,47.50491,VI,1,1,street,combination,0,0
7808,7.757575758,1,3,0,1,19.010519,47.490864,XII,0,0,garden,central,0,0
7810,7.563636364,1,2,0,2,19.078316,47.52849,XIII,1,0,garden,combination,0,0
7816,8.82915122,1,3,0,2,19.063433,47.484837,IX,0,,,combination,0,0
7821,6.956521739,1,1,0,0,19.08177,47.421917,XXI,1,0,,gas,0,0
7827,5.672727273,1,4,2,0,19.038,47.42193,XXII,0,0,garden,combination,0,0
7834,6.060606061,1,4,1,1,19.007797,47.47583,XI,0,,garden,combination,0,0
7837,8.577319588,1,3,0,2,19.05913,47.50219,VI,0,1,,combination,0,0
7849,8.615384615,1,2,0,1,19.12188,47.52836,XIV,0,0,garden,central,0,0
7855,8.973913043,1,1,1,0.5,19.01938,47.50983,II,0,0,garden,gas,0,0
7858,6.755555556,1,2,0,0,19.029568,47.516293,II,0,0,garden,central,0,0
7866,8.369230769,1,2,0,1,19.08649,47.50578,VII,0,1,garden,combination,0,0
7872,8.462225455,1,3,0,1,18.95551,47.5538,II,0,0,panoramic,combination,0,0
7881,8,1,3,0,1,19.121227,47.510483,XIV,1,,garden,combination,0,0
7887,8.727272727,1,2,0,0.5,19.02336,47.47894,XI,0,0,garden,gas,0,0
7889,8.571428571,1,2,0,0.5,19.046923,47.46383,XI,0,0,,combination,0,0
7890,6.826666667,1,2,0,0,19.06557,47.50927,VI,0,,street,combination,0,0
7891,8.436363636,1,3,0,1,19.043028,47.463978,XI,0,0,street,combination,0,0
7898,7.36744186,1,2,0,3,19.06214,47.48364,IX,0,,panoramic,combination,0,0
7900,8.952808989,1,2,0,1,19.058537,47.503254,VI,1,1,,combination,0,0
7905,6.588235294,1,2,1,2,19.16455,47.47266,X,0,1,street,district,0,0
7917,8.303797468,1,2,1,1,19.05305,47.51507,XIII,0,1,street,combination,0,0
7918,8.888888889,1,2,0,3,19.03137,47.50619,I,0,1,street,gas,0,0
7925,6.857142857,1,2,1,2,19.06796,47.49163,VIII,1,1,garden,central,0,0
7929,8,1,3,0,1,19.008541,47.474293,XI,1,0,panoramic,combination,0,0
7935,8.156862745,1,4,0,1,19.002733,47.515385,II,1,0,panoramic,combination,0,0
7937,7.384615385,1,2,0,1,19.08475,47.50214,VII,1,,,gas,0,0
7942,8,1,1,1,0,19.022635,47.49538,XII,1,0,street,,0,0
7945,8,1,3,0,3,19.13472,47.54325,XV,0,0,panoramic,district,0,0
7947,8.571428571,1,1,1,2,19.0309,47.47749,XI,0,0,panoramic,gas,0,0
7960,8.296296296,1,2,0,4,19.065582,47.487534,IX,1,0,garden,central,0,0
7963,9.391304348,1,1,0,3,19.047583,47.477085,XI,0,1,panoramic,gas,0,0
7965,8.094302609,1,4,0,2,19.069847,47.50593,VI,1,0,street,combination,0,0
7979,8,1,2,0,1,19.068409,47.482708,IX,0,1,street,gas,0,0
7991,9.464788732,1,2,1,2,19.061241,47.49153,V,0,1,street,central,0,0
8000,7.384615385,1,2,0,1,19.06454,47.48512,IX,1,1,garden,combination,0,0
8002,5.451851852,1,4,0,1,19.12215,47.51857,XIV,0,0,street,combination,0,0
8004,7.961904762,1,3,0,1,19.066517,47.511337,VI,1,1,,combination,0,0
8034,8.170212766,1,1,0,1,19.034578,47.49718,I,0,0,street,electric,0,0
8046,8.666666667,1,1,1,0,19.06954,47.49445,VIII,1,1,garden,combination,0,0
8051,6.641509434,1,2,0,1,19.096577,47.56054,IV,0,1,,district,0,0
8057,7.714285714,1,2,0,1,18.989868,47.512535,XII,0,0,panoramic,gas,0,0
8061,8.888888889,1,2,0,1,19.07417,47.525978,XIII,1,1,street,central,0,0
8070,6.222222222,1,3,0,1,18.970493,47.566757,II,0,,panoramic,,0,0
8076,5.6,1,2,0,3,19.063519,47.498585,VII,0,1,street,gas,0,0
8084,6.481012658,1,2,0,0,19.106958,47.549408,XV,0,0,garden,combination,0,0
8085,7.822222222,1,3,0,1,19.071003,47.52255,XIII,1,,,combination,0,0
8088,9.056603774,1,2,0,0.5,19.107244,47.567932,IV,1,0,,gas,0,0
8091,7.138461538,1,2,1,2,19.113182,47.520355,XIV,0,0,,gas,0,0
8095,6.892307692,1,2,0,5,19.06718,47.50018,VII,1,1,garden,combination,0,0
8100,9.244444444,1,3,1,0,19.063019,47.486145,IX,1,0,street,combination,0,0
8103,8.228571429,1,2,0,0,19.11104,47.52683,XIV,0,0,garden,combination,0,0
8104,8.642335766,1,3,0,1,19.05564,47.51715,XIII,1,1,street,floor,0,0
8105,7.36,1,2,0,0.5,19.065582,47.487534,IX,0,0,street,combination,0,0
8106,7.714285714,1,2,0,3,19.11396,47.46198,IX,1,0,,district,0,0
8113,7.36,1,2,1,0,19.065582,47.487534,IX,1,0,street,combination,0,0
8124,7.314285714,1,2,1,4,19.03345,47.50789,II,1,1,street,central,0,0
8131,7.854545455,1,1,1,4,19.02329,47.508476,II,1,1,street,central,0,0
8132,8.533333333,1,2,1,2,19.0284,47.517323,II,1,0,panoramic,gas,0,0
8133,6.736842105,1,1,0,-0.5,19.034365,47.50581,I,0,0,,gas,0,0
8140,8.112676056,1,2,1,4,19.072174,47.47916,IX,1,1,street,,0,0
8153,9.107692308,1,3,0,1,19.086191,47.535065,XIII,1,1,street,combination,0,0
8160,6.956521739,1,1,1,0,19.096264,47.527634,XIV,0,0,garden,gas,0,0
8161,7.337373737,1,3,0,3,19.027287,47.51142,II,1,0,street,combination,0,0
8162,9.035294118,1,2,0,1,19.050585,47.516914,XIII,0,1,street,central,0,0
8166,6.974358974,1,2,0,1,19.03458,47.489178,I,1,1,panoramic,combination,0,0
8170,8.533333333,1,2,1,3,19.06856,47.5127,VI,0,1,street,combination,0,0
8176,7.619047619,1,2,1,0.5,19.054758,47.503906,V,1,,garden,combination,0,0
8180,8.615384615,1,3,0,3,19.06597,47.489063,VIII,0,1,street,combination,0,0
8182,8.533333333,1,2,0,2,19.064882,47.50963,VI,1,0,street,gas,0,0
8193,7.703703704,1,1,0,2,19.05164,47.51166,V,0,1,street,gas,0,0
8194,8,1,2,1,4,19.06218,47.50518,VI,0,1,garden,gas,0,0
8195,9.2,1,3,0,2,19.05914,47.50132,VI,0,1,garden,combination,0,0
8207,7.511111111,1,2,1,2,19.000685,47.507236,XII,0,0,panoramic,combination,0,0
8216,9.460869565,1,4,0,2,19.064728,47.49814,VII,1,1,,combination,0,0
8224,6.776470588,1,3,0,3,19.023771,47.505363,XII,1,0,street,gas,0,0
8227,8.387368421,1,3,0,3,19.050583,47.50443,V,0,1,garden,combination,0,0
8228,7.794871795,1,2,1,2,19.11098,47.52851,XIV,0,0,garden,combination,0,0
8237,8,1,2,0,1,19.074821,47.497894,VIII,1,0,garden,gas,0,0
8238,8.145454545,1,2,1,1,19.136806,47.480465,X,0,0,,combination,0,0
8240,9.353846154,1,3,0,0,19.003485,47.521687,II,0,0,garden,combination,0,0
8251,8.4,1,2,1,1,19.02361,47.58049,III,1,,,gas,0,0
8256,8.269662921,1,1,1,1,19.07343,47.51478,VI,1,1,,,0,0
8263,8.727272727,1,1,2,3,19.043514,47.462425,XI,1,1,,district,0,0
8264,6.260869565,1,2,0,1,19.03781,47.500156,I,0,1,,combination,0,0
8270,7.428571429,1,1,0,2,19.072598,47.472275,IX,1,,street,gas,0,0
8275,7.68,1,1,1,1,19.12457,47.45567,XIX,0,0,,combination,0,0
8281,8.369230769,1,3,0,1,19.040096,47.545807,III,0,1,,district,0,0
8290,8.85106383,1,1,0,3,19.077566,47.505547,VII,0,0,street,gas,0,0
8295,7.876923077,1,1,2,1,19.134296,47.51477,XIV,0,1,garden,combination,0,0
8297,7.836734694,1,2,0,2,19.07112,47.4986,VII,0,,,gas,0,0
8312,8.727272727,1,2,0,0.5,19.02336,47.47894,XI,0,0,garden,gas,0,0
8315,7.741935484,1,2,0,1,19.062372,47.507668,VI,1,1,street,,0,0
8317,8.205128205,1,2,0,1,19.100395,47.52348,XIV,1,,garden,central,0,0
8319,6.4,1,2,1,3,19.08426,47.47869,IX,1,1,street,central,0,0
8321,8,1,1,0,2,19.08126,47.503384,VII,1,0,street,gas,0,0
