Unnamed: 0,poi shape,poi type,coordinate,shop_types
6085,Point,bicycle,"[19.1880696, 47.4060031]",others
6086,Point,bakery,"[19.1935594, 47.4085542]","food, beverages"
6087,Point,gift,"[19.0602423, 47.4924241]","Stationery, gifts, books, newspapers"
6088,Point,hairdresser,"[19.0608781, 47.4903588]",Beauty
6089,Point,coffee,"[19.0608572, 47.4908082]","food, beverages"
6090,Point,auction_house,"[19.0608433, 47.490909]",others
6091,Point,fashion,"[19.0601538, 47.4925968]","Clothing, shoes, accessories"
6092,Point,books,"[19.0607945, 47.4912547]","Stationery, gifts, books, newspapers"
6093,Point,supermarket,"[19.1028412, 47.4820248]",Supermarket
6094,Point,convenience,"[19.2655657, 47.5008652]","food, beverages"
6095,Point,hairdresser,"[19.0604414, 47.4974072]",Beauty
6096,Point,radiotechnics,"[19.2531599, 47.4805703]",others
6097,Point,bakery,"[19.2560923, 47.4815186]","food, beverages"
6098,Point,tobacco,"[19.0488315, 47.4775391]",others
6099,Point,lottery,"[19.2552167, 47.4813883]","Stationery, gifts, books, newspapers"
6100,Point,convenience,"[18.9436418, 47.5632337]","food, beverages"
6101,Point,greengrocer,"[19.096885, 47.560495]","food, beverages"
6102,Point,pet,"[19.0967616, 47.560495]",others
6103,Point,boutique,"[19.0558318, 47.4917933]","Clothing, shoes, accessories"
6104,Point,antiques,"[19.0565059, 47.4918845]",others
6105,Point,boutique,"[19.0564409, 47.4918779]","Clothing, shoes, accessories"
6106,Point,clothes,"[19.0560008, 47.4918685]","Clothing, shoes, accessories"
6107,Point,antiques,"[19.0565503, 47.4917075]",others
6108,Point,beauty,"[19.0566755, 47.4915793]",Beauty
6109,Point,antiques,"[19.0558934, 47.4918195]",others
6110,Point,ticket,"[19.0569653, 47.510771]","Stationery, gifts, books, newspapers"
6111,Point,tyres,"[19.351107, 47.3839622]",others
6112,Point,laundry,"[19.0539864, 47.502908]",Laundry
6113,Point,clothes,"[19.0551344, 47.5002153]","Clothing, shoes, accessories"
6114,Point,stationery,"[19.0545614, 47.5017352]","Stationery, gifts, books, newspapers"
6115,Point,convenience,"[19.0551558, 47.5009655]","food, beverages"
6116,Point,clothes,"[19.055137, 47.5003965]","Clothing, shoes, accessories"
6117,Point,optician,"[19.0552685, 47.499611]",Health
6118,Point,bakery,"[19.0027835, 47.5292194]","food, beverages"
6119,Point,car_parts,"[19.2401863, 47.4968811]",others
6120,Point,supermarket,"[19.0132327, 47.5284828]",Supermarket
6121,Point,fishing,"[19.149008, 47.4609078]",others
6122,Point,tobacco,"[19.2560263, 47.4814395]",others
6123,Point,tobacco,"[19.2573074, 47.480641]",others
6124,Point,bakery,"[19.0222343, 47.4640194]","food, beverages"
6125,Point,computer,"[19.0635228, 47.3308723]",others
6126,Point,tobacco;lottery,"[19.1908277, 47.4471629]",others
6127,Point,fabric,"[19.2571806, 47.4803077]","Clothing, shoes, accessories"
6128,Point,ticket,"[19.1492809, 47.4633768]","Stationery, gifts, books, newspapers"
6129,Point,convenience,"[19.1690754, 47.4376562]","food, beverages"
6130,Point,hardware,"[19.0641788, 47.4957738]",others
6131,Point,convenience,"[19.0349641, 47.4736174]","food, beverages"
6132,Point,furniture,"[19.0350929, 47.4736609]",others
6133,Point,clothes,"[19.0352646, 47.4737189]","Clothing, shoes, accessories"
6134,Point,newsagent,"[19.0466586, 47.5398722]","Stationery, gifts, books, newspapers"
6135,Point,tobacco,"[19.1508335, 47.4601951]",others
6136,Point,convenience,"[19.0851639, 47.4869589]","food, beverages"
6137,Point,convenience,"[19.0848783, 47.487939]","food, beverages"
6138,Point,car_repair,"[19.0905418, 47.4850359]",others
6139,Point,tyres,"[19.0838462, 47.4899084]",others
6140,Point,clothes,"[19.055951, 47.4911426]","Clothing, shoes, accessories"
6141,Point,hairdresser,"[19.0559431, 47.4913899]",Beauty
6142,Point,boutique,"[19.0557561, 47.4913563]","Clothing, shoes, accessories"
6143,Point,jewelry,"[19.0560544, 47.491277]","Clothing, shoes, accessories"
6144,Point,tobacco,"[19.1680615, 47.4477549]",others
6145,Point,convenience,"[19.0143203, 47.5095634]","food, beverages"
6146,Point,tobacco,"[19.1568879, 47.4527948]",others
6147,Point,tobacco,"[19.1403691, 47.4596301]",others
6148,Point,tobacco,"[19.2770514, 47.4839022]",others
6149,Point,tobacco,"[19.1691698, 47.437773]",others
6150,Point,tobacco,"[19.166288, 47.4390084]",others
6151,Point,tobacco,"[19.165372, 47.4392569]",others
6152,Point,tobacco,"[19.1683478, 47.4443898]",others
6153,Point,beauty,"[19.0567221, 47.4902248]",Beauty
6154,Point,pawnbroker,"[19.2555635, 47.4813201]",others
6155,Point,clothes,"[19.2548925, 47.48147]","Clothing, shoes, accessories"
6156,Point,bakery,"[19.2549996, 47.4814487]","food, beverages"
6157,Point,beauty,"[19.2546658, 47.4815275]",Beauty
6158,Point,chemist,"[19.2545768, 47.481544]",Beauty
6159,Point,hairdresser,"[19.2541408, 47.4814499]",Beauty
6160,Point,herbalist,"[19.254078, 47.4813299]",Health
6161,Point,hairdresser,"[19.2540672, 47.481308]",Beauty
6162,Point,travel_agency,"[19.0538735, 47.4964832]",Travel Agency
6163,Point,jewelry,"[19.0611179, 47.489709]","Clothing, shoes, accessories"
6164,Point,boutique,"[19.0609969, 47.4896567]","Clothing, shoes, accessories"
6165,Point,clothes,"[19.0606257, 47.4889421]","Clothing, shoes, accessories"
6166,Point,antiques,"[19.0611953, 47.4897259]",others
6167,Point,optician,"[19.0611598, 47.48968]",Health
6168,Point,gift,"[19.0610785, 47.4895987]","Stationery, gifts, books, newspapers"
6169,Point,electronics,"[19.094486, 47.3532026]",others
6170,Point,tobacco,"[18.9569109, 47.4610964]",others
6171,Point,tobacco,"[18.9416573, 47.4603505]",others
6172,Point,chemist,"[19.0977755, 47.5603376]",Beauty
6173,Point,second_hand,"[19.0982171, 47.5604026]","Discount store, charity"
6174,Point,clothes,"[19.0984847, 47.5605592]","Clothing, shoes, accessories"
6175,Point,general_store,"[19.0973034, 47.5615647]",others
6176,Point,optician,"[19.0979596, 47.5603628]",Health
6177,Point,tobacco,"[19.1031661, 47.573806]",others
6178,Point,lottery,"[19.1031661, 47.5737951]","Stationery, gifts, books, newspapers"
6179,Point,electronics,"[19.0264056, 47.5090743]",others
6180,Point,cosmetics,"[19.0268026, 47.5089004]",Beauty
6181,Point,shoes,"[19.0269581, 47.5090381]","Clothing, shoes, accessories"
6182,Point,sports,"[19.0264165, 47.5092544]",others
6183,Point,tailor,"[19.0264191, 47.5090396]","Clothing, shoes, accessories"
6184,Point,clothes,"[18.9185629, 47.3910092]","Clothing, shoes, accessories"
6185,Point,florist,"[19.0903043, 47.5610977]",others
6186,Point,bicycle,"[19.1167225, 47.5293123]",others
6187,Point,mobile_phone,"[19.0888327, 47.5606623]",others
6188,Point,pet,"[19.0895945, 47.5608144]",others
6189,Point,tobacco,"[19.0890848, 47.5606443]",others
6190,Point,lottery,"[19.0902033, 47.5601266]","Stationery, gifts, books, newspapers"
6191,Point,tobacco,"[19.0901577, 47.5601375]",others
6192,Point,doityourself,"[19.0945306, 47.4388447]",others
6193,Point,florist,"[19.0692769, 47.4174993]",others
6194,Point,beauty,"[19.0695639, 47.4173783]",Beauty
6195,Point,clothes,"[18.9586578, 47.5469192]","Clothing, shoes, accessories"
6196,Point,kiosk,"[19.3478961, 47.5986999]",Convenience shop
6197,Point,optician,"[19.255977, 47.4789686]",Health
6198,Point,car_parts,"[19.1204013, 47.475152]",others
6199,Point,car_parts,"[19.1207163, 47.4748893]",others
6200,Point,yes,"[18.9152848, 47.3958832]",others
6201,Point,beauty,"[18.9139492, 47.3964098]",Beauty
6202,Point,tobacco,"[19.0249918, 47.5601038]",others
6203,Point,car_repair,"[19.1034421, 47.4546714]",others
6204,Point,lottery,"[19.0288723, 47.5500048]","Stationery, gifts, books, newspapers"
6205,Point,tobacco,"[19.028816, 47.5501044]",others
6206,Point,hairdresser,"[19.0595396, 47.4882793]",Beauty
6207,Point,beauty,"[19.0590222, 47.4883401]",Beauty
6208,Point,lottery,"[19.0597803, 47.4884029]","Stationery, gifts, books, newspapers"
6209,Point,florist,"[19.0589069, 47.4879457]",others
6210,Point,hairdresser_supply,"[19.0591811, 47.4880892]",Beauty
6211,Point,deli,"[19.0599423, 47.4888234]","food, beverages"
6212,Point,wine,"[19.0599056, 47.4888708]",others
6213,Point,jewelry,"[19.0595557, 47.4891737]","Clothing, shoes, accessories"
6214,Point,electronics,"[19.0598166, 47.4889965]",others
6215,Point,dry_cleaning,"[19.0596409, 47.489227]",others
6216,Point,bicycle,"[18.985903, 47.5266268]",others
6217,Point,pet,"[19.2583297, 47.4900107]",others
6218,Point,confectionery,"[19.0250235, 47.3456691]","food, beverages"
6219,Point,supermarket,"[19.058424, 47.4870466]",Supermarket
6220,Point,sports,"[19.0251179, 47.5126687]",others
6221,Point,furniture,"[19.2492692, 47.4814669]",others
6222,Point,chocolate,"[19.0439124, 47.4738872]","food, beverages"
6223,Point,deli,"[19.0411703, 47.5364953]","food, beverages"
6224,Point,florist,"[19.136054, 47.5401037]",others
6225,Point,medical_supply,"[19.1387281, 47.5447442]",Health
6226,Point,books,"[19.0602231, 47.4899058]","Stationery, gifts, books, newspapers"
6227,Point,clothes,"[19.045133, 47.477233]","Clothing, shoes, accessories"
6228,Point,furniture,"[19.3743407, 47.5862563]",others
6229,Point,chemist,"[19.3736809, 47.5865347]",Beauty
6230,Point,bicycle,"[19.030241, 47.499933]",others
6231,Point,bicycle,"[19.0442609, 47.5442843]",others
6232,Point,car_repair,"[19.086222, 47.5773602]",others
6233,Point,hairdresser,"[19.0486208, 47.4772456]",Beauty
6234,Point,ticket,"[19.0466606, 47.4772635]","Stationery, gifts, books, newspapers"
6235,Point,deli,"[19.0594557, 47.4898683]","food, beverages"
6236,Point,art,"[19.0595584, 47.4893636]","Art, music, hobbies"
6237,Point,wine,"[19.0594099, 47.4899476]",others
6238,Point,chocolate,"[19.0592484, 47.4902098]","food, beverages"
6239,Point,beauty,"[19.0592667, 47.4901765]",Beauty
6240,Point,florist,"[18.9172856, 47.4316399]",others
6241,Point,doityourself,"[18.9020157, 47.4713431]",others
6242,Point,lottery,"[19.024761, 47.5090251]","Stationery, gifts, books, newspapers"
6243,Point,convenience,"[19.0535477, 47.4782831]","food, beverages"
6244,Point,bicycle,"[19.0536938, 47.4772696]",others
6245,Point,wine,"[19.054179, 47.4773151]",others
6246,Point,hairdresser,"[19.0584709, 47.4899676]",Beauty
6247,Point,deli,"[19.058166, 47.4897506]","food, beverages"
6248,Point,fireplace,"[19.057802, 47.4896653]",others
6249,Point,supermarket,"[19.2521512, 47.4801459]",Supermarket
6250,Point,convenience,"[19.2517681, 47.4796469]","food, beverages"
6251,Point,beauty,"[19.2516541, 47.4796723]",Beauty
6252,Point,convenience,"[19.2566148, 47.478909]","food, beverages"
6253,Point,tobacco,"[19.2521146, 47.4801537]",others
6254,Point,bakery,"[19.2511119, 47.4803783]","food, beverages"
6255,Point,beauty,"[19.2508724, 47.4804424]",Beauty
6256,Point,clothes,"[19.2502033, 47.4805848]","Clothing, shoes, accessories"
6257,Point,stationery,"[19.2512624, 47.4803471]","Stationery, gifts, books, newspapers"
6258,Point,convenience,"[19.2013981, 47.4132784]","food, beverages"
6259,Point,deli,"[19.2029287, 47.414601]","food, beverages"
6260,Point,lottery,"[19.201413, 47.4133293]","Stationery, gifts, books, newspapers"
6261,Point,bakery,"[19.0577199, 47.4890251]","food, beverages"
6262,Point,stationery,"[19.0582752, 47.4886343]","Stationery, gifts, books, newspapers"
6263,Point,hairdresser,"[19.0578336, 47.4888889]",Beauty
6264,Point,bakery,"[19.1340744, 47.4897985]","food, beverages"
6265,Point,convenience,"[19.133994, 47.4895339]","food, beverages"
6266,Point,electronics,"[19.1338974, 47.4896934]",others
6267,Point,beauty,"[19.1336077, 47.4900704]",Beauty
6268,Point,doityourself,"[19.1339765, 47.5358964]",others
6269,Point,greengrocer,"[19.1338746, 47.5360123]","food, beverages"
6270,Point,dry_cleaning,"[19.1339658, 47.5360702]",others
6271,Point,beauty,"[19.1341858, 47.5362332]",Beauty
6272,Point,bakery,"[19.1360848, 47.5387085]","food, beverages"
6273,Point,stationery,"[19.1364603, 47.5391141]","Stationery, gifts, books, newspapers"
6274,Point,hardware,"[19.1366695, 47.5391684]",others
6275,Point,doityourself,"[19.1359024, 47.5387085]",others
6276,Point,sports,"[19.1369431, 47.5394328]",others
6277,Point,car_repair,"[19.1365126, 47.5399941]",others
6278,Point,hairdresser,"[19.058528, 47.487762]",Beauty
6279,Point,travel_agency,"[19.0580989, 47.4881085]",Travel Agency
6280,Point,weapons,"[19.0584183, 47.4877046]",others
6281,Point,boutique,"[19.0584502, 47.4881168]","Clothing, shoes, accessories"
6282,Point,massage,"[19.0583121, 47.4880586]",Health
6283,Point,gift,"[19.0576998, 47.4877561]","Stationery, gifts, books, newspapers"
6284,Point,deli,"[19.0628457, 47.4894714]","food, beverages"
6285,Point,bakery,"[19.0631515, 47.489591]","food, beverages"
6286,Point,hairdresser,"[18.9212136, 47.3850821]",Beauty
6287,Point,supermarket,"[19.0218588, 47.4910091]",Supermarket
6288,Point,clothes,"[18.9177869, 47.3768566]","Clothing, shoes, accessories"
6289,Point,convenience,"[18.9115432, 47.3847974]","food, beverages"
6290,Point,yes,"[18.918294, 47.3753289]",others
6291,Point,beverages,"[18.9191568, 47.374304]","food, beverages"
6292,Point,car_repair,"[18.9171094, 47.3780688]",others
6293,Point,hairdresser,"[18.917942, 47.3756962]",Beauty
6294,Point,garden_centre,"[18.9167267, 47.3778759]",others
6295,Point,hairdresser,"[18.9169017, 47.3784054]",Beauty
6296,Point,tobacco,"[18.9192719, 47.3741352]",others
6297,Point,yes,"[18.9171677, 47.3775875]",others
6298,Point,furniture,"[18.917675, 47.375998]",others
6299,Point,funeral_directors,"[18.918392, 47.3751818]",others
6300,Point,jewelry,"[18.9183231, 47.3752926]","Clothing, shoes, accessories"
6301,Point,hairdresser,"[18.9190602, 47.3744077]",Beauty
6302,Point,tobacco,"[19.1674615, 47.4359738]",others
6303,Point,gift,"[19.0506033, 47.4984717]","Stationery, gifts, books, newspapers"
6304,Point,gift,"[19.0579213, 47.5018051]","Stationery, gifts, books, newspapers"
6305,Point,gift,"[19.0330994, 47.5013735]","Stationery, gifts, books, newspapers"
6306,Point,medical_supply,"[19.0734558, 47.4785266]",Health
6307,Point,convenience,"[19.0735635, 47.4784382]","food, beverages"
6308,Point,beauty,"[19.0734067, 47.4785558]",Beauty
6309,Point,car_repair,"[19.1128121, 47.5096723]",others
6310,Point,stationery,"[19.0726701, 47.5100988]","Stationery, gifts, books, newspapers"
6311,Point,hairdresser,"[19.0726835, 47.5107065]",Beauty
6312,Point,bakery,"[19.1071669, 47.5002896]","food, beverages"
6313,Point,bicycle,"[19.0251499, 47.5126848]",others
6314,Point,furniture,"[18.9517174, 47.4540427]",others
6315,Point,department_store,"[18.9515177, 47.4548385]",Department Store
6316,Point,convenience,"[19.186233, 47.632033]","food, beverages"
6317,Point,greengrocer,"[19.0911041, 47.5194398]","food, beverages"
6318,Point,confectionery,"[19.0452407, 47.4766477]","food, beverages"
6319,Point,fabric,"[19.045016, 47.476702]","Clothing, shoes, accessories"
6320,Point,art,"[19.0453508, 47.4766233]","Art, music, hobbies"
6321,Point,florist,"[19.0706666, 47.5092742]",others
6322,Point,travel_agency,"[19.0574275, 47.488032]",Travel Agency
6323,Point,gift,"[19.057401, 47.4880525]","Stationery, gifts, books, newspapers"
6324,Point,gift,"[19.0573817, 47.4880732]","Stationery, gifts, books, newspapers"
6325,Point,bag,"[19.0571787, 47.4880712]","Clothing, shoes, accessories"
6326,Point,clothes,"[19.0571196, 47.4881249]","Clothing, shoes, accessories"
6327,Point,jewelry,"[19.0570234, 47.4882259]","Clothing, shoes, accessories"
6328,Point,antiques,"[19.0573375, 47.488121]",others
6329,Point,gift,"[19.0574924, 47.4876889]","Stationery, gifts, books, newspapers"
6330,Point,gift,"[19.0575676, 47.4878709]","Stationery, gifts, books, newspapers"
6331,Point,gift,"[19.0570449, 47.4884387]","Stationery, gifts, books, newspapers"
6332,Point,gift,"[19.0568249, 47.4886617]","Stationery, gifts, books, newspapers"
6333,Point,gift,"[19.0565776, 47.4887251]","Stationery, gifts, books, newspapers"
6334,Point,clothes,"[19.056438, 47.4888737]","Clothing, shoes, accessories"
6335,Point,antiques,"[19.0563466, 47.4891643]",others
6336,Point,gift,"[19.0565431, 47.4889688]","Stationery, gifts, books, newspapers"
6337,Point,knife,"[19.0564918, 47.4888207]",others
6338,Point,gift,"[19.056464, 47.4890568]","Stationery, gifts, books, newspapers"
6339,Point,gift,"[19.0561855, 47.4893329]","Stationery, gifts, books, newspapers"
6340,Point,gift,"[19.0565122, 47.4887988]","Stationery, gifts, books, newspapers"
6341,Point,hairdresser,"[19.2035105, 47.4149391]",Beauty
6342,Point,optician,"[19.1134322, 47.5207828]",Health
6343,Point,car_repair,"[19.1059729, 47.5215716]",others
6344,Point,doityourself,"[19.1057208, 47.5211758]",others
6345,Point,electronics,"[19.1052997, 47.5213352]",others
6346,Point,clothes,"[19.105356, 47.5187785]","Clothing, shoes, accessories"
6347,Point,doityourself,"[19.1051844, 47.5213715]",others
6348,Point,shoes,"[19.1072094, 47.520723]","Clothing, shoes, accessories"
6349,Point,hairdresser,"[19.10523, 47.5188473]",Beauty
6350,Point,convenience,"[19.1054124, 47.5187205]","food, beverages"
6351,Point,stationery,"[19.1145694, 47.5338836]","Stationery, gifts, books, newspapers"
6352,Point,clothes,"[19.1067721, 47.5214557]","Clothing, shoes, accessories"
6353,Point,bakery,"[19.1427624, 47.5102996]","food, beverages"
6354,Point,tobacco,"[19.1426367, 47.510367]",others
6355,Point,beauty,"[19.1417539, 47.5102453]",Beauty
6356,Point,bakery,"[19.1439962, 47.5091256]","food, beverages"
6357,Point,doityourself,"[19.1042858, 47.521606]",others
6358,Point,doityourself,"[19.1049993, 47.521885]",others
6359,Point,car_repair,"[19.1046131, 47.5220335]",others
6360,Point,hairdresser,"[19.1046828, 47.5214756]",Beauty
6361,Point,stationery,"[19.104377, 47.5215771]","Stationery, gifts, books, newspapers"
6362,Point,laundry,"[19.106909, 47.518063]",Laundry
6363,Point,electronics,"[19.108808, 47.5192839]",others
6364,Point,hairdresser,"[19.1080892, 47.5192005]",Beauty
6365,Point,beauty,"[19.1092506, 47.5195773]",Beauty
6366,Point,beauty,"[19.1088617, 47.5193128]",Beauty
6367,Point,hairdresser,"[19.1074133, 47.5178782]",Beauty
6368,Point,books,"[19.1074616, 47.5177115]","Stationery, gifts, books, newspapers"
6369,Point,medical_supply,"[19.0392388, 47.4604168]",Health
6370,Point,convenience,"[19.0389745, 47.4594956]","food, beverages"
6371,Point,gift,"[19.0556925, 47.4898127]","Stationery, gifts, books, newspapers"
6372,Point,gift,"[19.0557922, 47.4894949]","Stationery, gifts, books, newspapers"
6373,Point,gift,"[19.0557144, 47.4895788]","Stationery, gifts, books, newspapers"
6374,Point,gift,"[19.0560553, 47.4892409]","Stationery, gifts, books, newspapers"
6375,Point,gift,"[19.0561251, 47.4891714]","Stationery, gifts, books, newspapers"
6376,Point,antiques,"[19.0560809, 47.4892115]",others
6377,Point,chemist,"[19.0559009, 47.4893946]",Beauty
6378,Point,jewelry,"[19.0558742, 47.4894193]","Clothing, shoes, accessories"
6379,Point,gift,"[19.0556676, 47.4896279]","Stationery, gifts, books, newspapers"
6380,Point,gift,"[19.0556741, 47.4898325]","Stationery, gifts, books, newspapers"
6381,Point,bakery,"[19.2594682, 47.4885306]","food, beverages"
6382,Point,pastry,"[19.2340284, 47.4788908]","food, beverages"
6383,Point,curtain,"[19.1067579, 47.5607561]",others
6384,Point,pet,"[19.1066302, 47.5607771]",others
6385,Point,florist,"[19.0496639, 47.4784309]",others
6386,Point,clothes,"[19.0491291, 47.4745061]","Clothing, shoes, accessories"
6387,Point,clothes,"[19.0488689, 47.4742215]","Clothing, shoes, accessories"
6388,Point,clothes,"[19.0485819, 47.4744626]","Clothing, shoes, accessories"
6389,Point,clothes,"[19.0485685, 47.4744009]","Clothing, shoes, accessories"
6390,Point,mobile_phone,"[19.0485578, 47.4743556]",others
6391,Point,sports,"[19.0493115, 47.4752748]",others
6392,Point,electronics,"[19.0492498, 47.4754017]",others
6393,Point,beverages,"[19.048708, 47.4747472]","food, beverages"
6394,Point,beverages,"[19.0488501, 47.4752494]","food, beverages"
6395,Point,chemist,"[19.0550082, 47.4902795]",Beauty
6396,Point,gift,"[19.0553398, 47.4899283]","Stationery, gifts, books, newspapers"
6397,Point,gift,"[19.0554731, 47.4900492]","Stationery, gifts, books, newspapers"
6398,Point,gift,"[19.0552191, 47.4903109]","Stationery, gifts, books, newspapers"
6399,Point,sports,"[19.0555043, 47.4900176]",others
6400,Point,gift,"[19.055146, 47.4901284]","Stationery, gifts, books, newspapers"
6401,Point,gift,"[19.0554174, 47.4898544]","Stationery, gifts, books, newspapers"
6402,Point,carpet,"[19.0552528, 47.49027]",others
6403,Point,jewelry,"[19.055063, 47.4902206]","Clothing, shoes, accessories"
6404,Point,gift,"[19.0555747, 47.4899463]","Stationery, gifts, books, newspapers"
6405,Point,gift,"[19.0554452, 47.4900774]","Stationery, gifts, books, newspapers"
6406,Point,interior_decoration,"[19.0556242, 47.489896]",others
6407,Point,gift,"[19.0551699, 47.490099]","Stationery, gifts, books, newspapers"
6408,Point,clothing_accessories,"[19.0553948, 47.4898759]",others
6409,Point,doityourself,"[19.1059731, 47.5276193]",others
6410,Point,bicycle,"[19.1056163, 47.5271955]",others
6411,Point,hairdresser,"[19.1055547, 47.5271339]",Beauty
6412,Point,beauty,"[19.1052784, 47.5268188]",Beauty
6413,Point,travel_agency,"[19.1048465, 47.5262917]",Travel Agency
6414,Point,beauty,"[19.1049968, 47.5265018]",Beauty
6415,Point,electronics,"[19.1042457, 47.5255872]",others
6416,Point,hairdresser,"[19.1042108, 47.525551]",Beauty
6417,Point,electronics,"[19.1045086, 47.5259766]",others
6418,Point,clothes,"[19.102352, 47.5234318]","Clothing, shoes, accessories"
6419,Point,electronics,"[19.1037601, 47.5250492]",others
6420,Point,electronics,"[19.1028108, 47.5239189]",others
6421,Point,hairdresser,"[19.1022554, 47.523305]",Beauty
6422,Point,confectionery,"[19.1022259, 47.5232579]","food, beverages"
6423,Point,kiosk,"[19.102191, 47.5232108]",Convenience shop
6424,Point,hairdresser,"[19.0948847, 47.5183166]",Beauty
6425,Point,florist,"[19.0635192, 47.5049462]",others
6426,Point,kiosk,"[19.0633004, 47.5056149]",Convenience shop
6427,Point,alcohol,"[19.0627497, 47.5052916]","food, beverages"
6428,Point,bakery,"[19.0567737, 47.51015]","food, beverages"
6429,Point,bakery,"[19.0550597, 47.4995793]","food, beverages"
6430,Point,lottery,"[18.8873439, 47.4010127]","Stationery, gifts, books, newspapers"
6431,Point,bicycle,"[19.1141863, 47.5180949]",others
6432,Point,bicycle,"[19.1132892, 47.5180039]",others
6433,Point,electronics,"[19.1133734, 47.5180608]",others
6434,Point,bicycle,"[19.0303669, 47.4734025]",others
6435,Point,bicycle,"[19.0821083, 47.5069855]",others
6436,Point,bicycle,"[19.0302485, 47.4978805]",others
6437,Point,bicycle,"[19.1071512, 47.5622078]",others
6438,Point,bicycle,"[19.0766496, 47.5067627]",others
6439,Point,bicycle,"[19.0706372, 47.4912422]",others
6440,Point,bicycle,"[19.0430069, 47.46538]",others
6441,Point,bicycle,"[19.067081, 47.4259714]",others
6442,Point,bicycle,"[19.1170853, 47.5504916]",others
6443,Point,bicycle,"[19.0540668, 47.5069707]",others
6444,Point,beauty,"[19.1116914, 47.5317014]",Beauty
6445,Point,hairdresser,"[19.1118443, 47.531897]",Beauty
6446,Point,car_repair,"[19.1246653, 47.5248826]",others
6447,Point,houseware,"[19.1007067, 47.557596]",others
6448,Point,convenience,"[19.1012784, 47.5566558]","food, beverages"
6449,Point,convenience,"[19.0979159, 47.5569269]","food, beverages"
6450,Point,convenience,"[19.0958768, 47.4885269]","food, beverages"
6451,Point,convenience,"[19.0971466, 47.5558903]","food, beverages"
6452,Point,convenience,"[19.0972444, 47.5553937]","food, beverages"
6453,Point,bakery,"[19.098253, 47.5557323]","food, beverages"
6454,Point,tobacco,"[19.0982452, 47.5556298]",others
6455,Point,convenience,"[19.0982787, 47.5559667]","food, beverages"
6456,Point,lottery,"[19.100265, 47.556854]","Stationery, gifts, books, newspapers"
6457,Point,tobacco,"[19.100247, 47.5566474]",others
6458,Point,bicycle,"[19.0453115, 47.4918926]",others
6459,Point,bicycle,"[19.0321032, 47.4985096]",others
6460,Point,car_repair,"[19.1218003, 47.4772289]",others
6461,Point,doityourself,"[19.1241977, 47.4794254]",others
6462,Point,hardware,"[19.1007007, 47.5554468]",others
6463,Point,convenience,"[19.1007194, 47.5556658]","food, beverages"
6464,Point,tobacco,"[19.1088197, 47.5537889]",others
6465,Point,convenience,"[19.1068445, 47.5541626]","food, beverages"
6466,Point,convenience,"[19.11319, 47.5528026]","food, beverages"
6467,Point,hardware,"[19.1177877, 47.5514468]",others
6468,Point,tobacco,"[19.2526554, 47.4786465]",others
6469,Point,convenience,"[19.2526522, 47.4785873]","food, beverages"
6470,Point,gift,"[19.0546591, 47.4909634]","Stationery, gifts, books, newspapers"
6471,Point,gift,"[19.0544866, 47.4911765]","Stationery, gifts, books, newspapers"
6472,Point,hairdresser,"[19.0542789, 47.4910724]",Beauty
6473,Point,gift,"[19.0547238, 47.4908922]","Stationery, gifts, books, newspapers"
6474,Point,gift,"[19.05489, 47.4907048]","Stationery, gifts, books, newspapers"
6475,Point,gift,"[19.054766, 47.4908466]","Stationery, gifts, books, newspapers"
6476,Point,gift,"[19.0542994, 47.4910444]","Stationery, gifts, books, newspapers"
6477,Point,gift,"[19.0545045, 47.4911496]","Stationery, gifts, books, newspapers"
6478,Point,gift,"[19.0548641, 47.4907357]","Stationery, gifts, books, newspapers"
6479,Point,gift,"[19.0543165, 47.491021]","Stationery, gifts, books, newspapers"
6480,Point,gift,"[19.0543554, 47.490968]","Stationery, gifts, books, newspapers"
6481,Point,hats,"[19.0551783, 47.4903567]",others
6482,Point,lottery,"[19.3461963, 47.6047862]","Stationery, gifts, books, newspapers"
6483,Point,computer,"[19.3460823, 47.6046771]",others
6484,Point,convenience,"[19.0771467, 47.511816]","food, beverages"
6485,Point,alcohol,"[19.0726359, 47.5107373]","food, beverages"
6486,Point,computer,"[19.1486587, 47.4557148]",others
6487,Point,yes,"[19.0581927, 47.4332484]",others
6488,Point,hairdresser,"[19.0685272, 47.5083709]",Beauty
6489,Point,football,"[19.0690797, 47.5087351]",others
6490,Point,books,"[19.0689232, 47.5092621]","Stationery, gifts, books, newspapers"
6491,Point,doityourself,"[19.0347121, 47.4675969]",others
6492,Point,confectionery,"[19.1378886, 47.5452014]","food, beverages"
6493,Point,electronics,"[19.1381219, 47.5451906]",others
6494,Point,optician,"[19.1383016, 47.5449407]",Health
6495,Point,yes,"[19.1375761, 47.5452518]",others
6496,Point,pastry,"[19.1143146, 47.547212]","food, beverages"
6497,Point,toys,"[19.0709982, 47.489672]",others
6498,Point,bakery,"[19.0744195, 47.4858341]","food, beverages"
6499,Point,books; toys; model,"[19.0766141, 47.4837044]",others
6500,Point,convenience,"[19.0774136, 47.5119283]","food, beverages"
6501,Point,jewelry,"[19.0536494, 47.4975384]","Clothing, shoes, accessories"
6502,Point,travel_agency,"[19.0534514, 47.4975057]",Travel Agency
6503,Point,car_repair,"[19.138089, 47.4513624]",others
6504,Point,jewelry,"[19.0685039, 47.5089731]","Clothing, shoes, accessories"
6505,Point,stationery,"[19.0685495, 47.5090129]","Stationery, gifts, books, newspapers"
